protein1,protein2,label
Q8TAB5,Q08117,Positive
Q8TAB5,Q96M63,Positive
Q8TAB5,Q01850,Positive
Q8TAB5,Q9H3R5,Positive
Q8TAB5,Q96L14,Positive
Q8TAB5,P17661,Positive
Q8TAB5,Q9UJY5,Positive
Q8TAB5,P19012,Positive
Q8TAB5,Q15323,Positive
Q8TAB5,O76015,Positive
Q8TAB5,Q6A162,Positive
Q8TAB5,Q8NCU1,Positive
Q8TAB5,Q9NPJ6,Positive
Q8TAB5,Q8NFW9,Positive
Q8TAB5,Q13287,Positive
Q8TAB5,Q96F24,Positive
Q8TAB5,P37198,Positive
Q8TAB5,P62333,Positive
Q8TAB5,Q15311,Positive
Q8TAB5,P09493,Positive
Q8TAB5,P06753,Positive
Q8TAB5,Q13077,Positive
Q8TAB5,Q9BYV2,Positive
Q8TAB5,Q8N6Y0,Positive
Q8TAB5,P15529,Negative
Q8TAB5,Q8WZB0,Negative
Q9BZE7,O95273,Positive
Q9BZE7,Q8NHP1,Negative
Q92839,Q6PL45,Negative
Q92839,Q86U28,Negative
Q92839,Q96CD2,Negative
Q92839,Q8N5L8,Negative
Q9BZE4,P35240,Positive
Q9BZE4,Q9HA82,Negative
Q9BZE4,O76076,Negative
P01210,P35372,Positive
O95967,Q7Z6I8,Positive
O95967,P15502,Positive
O95967,Q5TZK3,Positive
O95967,Q9UBX5,Positive
O95967,Q5TA81,Positive
O95967,Q5TA82,Positive
O95967,Q5T5A8,Positive
O95967,P28300,Positive
O95967,P50222,Positive
O95967,Q7Z417,Positive
O95967,O75360,Positive
O95967,Q8WWY3,Positive
O95967,Q93062,Positive
O95967,Q9BQY4,Positive
O95967,Q8WVD3,Positive
O95967,O43765,Positive
O95967,Q96EQ0,Positive
O95967,O75716,Positive
O95967,Q9UMX0,Positive
O95967,P09496,Negative
O95967,Q3LI58,Negative
Q5HYW2,Q0VD86,Positive
Q5HYW2,P45984,Positive
Q5HYW2,P61981,Positive
Q5HYW2,Q86SX6,Negative
Q5HYW2,Q86T03,Negative
Q5HYW2,E9PRG8,Negative
Q5HYW2,Q6ZQY7,Negative
O95965,Q96DT6,Negative
O95965,Q96EX1,Negative
O95965,Q15166,Negative
O95965,Q9NRJ2,Negative
O95965,P16402,Negative
P01215,P01225,Positive
P01215,P25791,Negative
Q18PE1,Q9P2A4,Negative
Q96QS6,Q5T4F7,Negative
P17023,Q86UA1,Negative
P17023,Q8NAJ2,Negative
Q9UKX7,P52294,Positive
Q9UKX7,P52292,Positive
Q9UKX7,O00505,Positive
Q9UKX7,O00629,Positive
Q9UKX7,O15131,Positive
Q9UKX7,O60684,Positive
Q9UKX7,Q03135,Negative
Q9UKX7,Q8IXM3,Negative
Q9UKX7,Q9Y3B2,Negative
Q9UKX7,Q9Y6Z7,Negative
Q96QS3,P0CB48,Negative
Q6PHW0,Q86WT6,Positive
Q969K3,Q92624,Positive
Q969K3,Q14790,Positive
Q969K3,O60927,Negative
Q969K3,Q9BZE2,Negative
Q969K3,O75830,Negative
Q969K3,Q9NX78,Negative
Q86TE4,Q9NZS9,Negative
P45984,P49407,Positive
P45984,P32121,Positive
P45984,P15336,Positive
P45984,Q6P1W5,Positive
P45984,Q13042,Positive
P45984,Q9C0F1,Positive
P45984,Q5JST6,Positive
P45984,Q96JM7,Positive
P45984,Q8TBB1,Positive
P45984,P50221,Positive
P45984,Q5HYW2,Positive
P45984,Q8IYX7,Positive
P45984,Q15427,Positive
P45984,P34896,Positive
P45984,A2RU48,Positive
P45984,P40763,Positive
Q6ZUF6,Q9HAE3,Negative
Q6ZUF6,Q86Y56,Negative
Q56UQ5,Q6P093,Negative
Q56UQ5,Q9NRP0,Negative
Q56UQ5,Q86U38,Negative
Q9BZG1,P35219,Positive
Q9BZG1,L0R8F8,Negative
Q8TD23,Q9Y4K3,Positive
Q8TD23,Q6ZPA2,Negative
Q8TD23,P40425,Negative
Q8TD23,Q9NX62,Negative
Q8TD23,Q9UN81,Negative
Q9H987,Q6PEX7,Negative
P35626,O75631,Negative
O43934,Q9GZN7,Negative
O43934,Q8NH54,Negative
O43934,Q9H4G8,Negative
O43934,P28360,Negative
Q9NRV9,P59998,Negative
Q9NRV9,Q9BQE6,Negative
Q9NRV9,Q9H902,Negative
Q9NRV9,P59536,Negative
Q8NAF0,Q9Y3A2,Negative
B4DJY2,Q3KNW1,Negative
B4DJY2,O43570,Negative
P45983,Q92934,Positive
P45983,P60953,Positive
P45983,P46108,Positive
P45983,P16104,Positive
P45983,P05412,Positive
P45983,O14733,Positive
P45983,Q9UQF2,Positive
P45983,P27986,Positive
P45983,Q8NFR7,Negative
Q01085,P0CG04,Negative
Q8TD22,Q96N53,Negative
Q9UHD9,Q16186,Positive
Q9UHD9,O95994,Positive
Q9UHD9,Q8TD06,Positive
Q9UHD9,Q96B67,Positive
Q9UHD9,P25311,Positive
Q9UHD9,P02745,Positive
Q9UHD9,Q9BXJ3,Positive
Q9UHD9,Q6UWE3,Positive
Q9UHD9,P78358,Positive
Q9UHD9,O95476,Positive
Q9UHD9,O00622,Positive
Q9UHD9,Q15038,Positive
Q9UHD9,Q01524,Positive
Q9UHD9,Q12805,Positive
Q9UHD9,Q9HBU6,Positive
Q9UHD9,P04066,Positive
Q9UHD9,Q96SL4,Positive
Q9UHD9,P09651,Positive
Q9UHD9,P48723,Positive
Q9UHD9,P24592,Positive
Q9UHD9,Q969H8,Positive
Q9UHD9,Q9UHB4,Positive
Q9UHD9,Q96NZ9,Positive
Q9UHD9,Q16378,Positive
Q9UHD9,P55036,Positive
Q9UHD9,P54725,Positive
Q9UHD9,A6ZKI3,Positive
Q9UHD9,O95881,Positive
Q9UHD9,Q2TAL6,Positive
Q9UHD9,Q8WWY7,Positive
Q9UHD9,Q96DA0,Positive
Q9UHD9,Q96LR7,Negative
Q9UHD2,Q9H6S1,Positive
Q9UHD2,Q13137,Positive
Q9UHD2,Q9Y6K9,Positive
Q9UHD2,Q14653,Positive
Q9UHD2,Q92985,Positive
Q9UHD2,Q92844,Positive
Q9UHD2,Q86WV6,Positive
Q9UHD2,Q12933,Positive
Q9UHD2,Q9BVV7,Negative
Q9UHD1,P07900,Positive
Q9UHD1,P08238,Positive
Q9UHD1,P48169,Negative
Q9UHD1,A0AV02,Negative
Q9UHD1,Q9Y639,Negative
Q9UHD0,Q8TB40,Negative
Q9UHD0,Q8NCK7,Negative
L0R8F8,Q9UMX9,Negative
L0R8F8,Q8NFQ8,Negative
L0R8F8,Q96HC4,Negative
L0R8F8,Q8IVV8,Negative
Q7Z5G4,P35609,Positive
Q7Z5G4,P40189,Negative
Q7Z5G4,Q96PU5,Negative
Q15669,A5D8W1,Negative
Q15669,Q5U5Q3,Negative
Q15669,P0CG12,Negative
Q92504,P68400,Positive
Q92504,Q6L8G8,Positive
Q92504,Q5T7P2,Positive
Q92503,P52744,Negative
Q92503,A6NM36,Negative
O95013,Q5TYM5,Negative
O95013,Q02338,Negative
P08195,Q99878,Negative
P50991,P78380,Positive
P50991,Q9UKA9,Negative
P50991,P51965,Negative
P50991,P33121,Negative
P17482,Q13137,Positive
P17482,Q07627,Positive
P17482,P60411,Positive
P17482,P26371,Positive
P17482,Q3LI66,Positive
P17482,Q9BRK4,Positive
P17482,Q99750,Positive
P17482,Q8ND90,Positive
P17482,P21673,Positive
P17482,Q15654,Positive
P17482,P19622,Negative
P17482,Q9H5I1,Negative
P17483,G9CGD6,Negative
P17483,O75072,Negative
P17483,Q9NZU5,Negative
P17483,A4D1F6,Negative
P17481,Q07960,Negative
P17481,Q9NUJ3,Negative
P17481,Q96G28,Negative
Q96I27,Q6A162,Positive
Q96I27,P60372,Positive
Q96I27,P60409,Positive
Q96I27,P60411,Positive
Q96I27,Q86X53,Negative
Q96I27,Q96R30,Negative
Q96I27,A6NHA9,Negative
Q96I27,I6L899,Negative
Q96I27,P47881,Negative
P0CB48,O94864,Negative
P0CB48,Q9HB71,Negative
P0CB48,Q9HA65,Negative
P0CB48,A8MPS7,Negative
Q5VZR4,Q9GIY3,Negative
Q5VZR4,O15273,Negative
Q5VZR4,Q9Y5F9,Negative
Q5VZR4,P37108,Negative
Q5VZR4,Q9NZC2,Negative
Q15256,P28482,Positive
Q15256,Q16539,Positive
Q15256,Q8TDM5,Negative
Q15256,O60884,Negative
Q15256,Q1A5X6,Negative
Q8NGH3,O14979,Negative
Q96HC4,P38432,Positive
Q96HC4,Q02363,Positive
Q96HC4,Q6A162,Positive
Q96HC4,P60409,Positive
Q96HC4,Q15942,Positive
Q96HC4,Q07001,Negative
Q9Y6A5,Q9BXY8,Positive
Q9Y6A5,Q96Q77,Positive
Q9Y6A5,P09496,Positive
Q9Y6A5,Q7Z614,Positive
Q9Y6A5,A5D8V6,Positive
Q9Y6A5,O43739,Negative
Q9Y6A5,Q7Z5L4,Negative
Q8TAI1,O95273,Positive
Q8TAI1,Q13643,Positive
Q8TAI1,Q5VWX1,Positive
Q8TAI1,P60370,Positive
Q8TAI1,P60410,Positive
Q8TAI1,P60411,Positive
Q8TAI1,P59991,Positive
Q8TAI1,Q99750,Positive
Q8TAI1,P46459,Negative
Q8WU58,Q99471,Positive
Q8WU58,Q9BRQ8,Negative
Q13214,O60543,Negative
Q6KCM7,Q8NGP8,Negative
Q6KCM7,Q9UMX5,Negative
Q6KCM7,Q96R72,Negative
Q6KCM7,Q5VUY0,Negative
Q13217,Q9NRS4,Negative
Q9H239,Q5T0J3,Negative
Q9H239,P14784,Negative
Q9H239,Q8N7R0,Negative
Q9H239,Q96MC5,Negative
Q9H237,Q9H4S2,Negative
Q9H237,Q86VZ6,Negative
Q9H237,Q9H4A4,Negative
Q71DI3,Q13111,Positive
Q71DI3,P62805,Positive
Q71DI3,P02545,Positive
Q71DI3,A0A183,Negative
Q71DI3,P16930,Negative
Q71DI3,Q99848,Negative
Q99684,Q13547,Positive
Q99684,Q9NQX1,Positive
Q99684,Q04206,Positive
Q99684,Q6ZU15,Negative
Q99684,Q9BW60,Negative
Q99684,P61571,Negative
Q99687,Q96HE9,Negative
Q99687,Q9NSB2,Negative
Q99687,Q8TE02,Negative
P19623,P54274,Positive
P19623,Q3BBV2,Negative
P19623,P27695,Negative
P19623,Q9BXR5,Negative
P19623,Q02487,Negative
P19623,Q96SE0,Negative
Q9BWW8,Q8TF66,Negative
P11229,P62140,Negative
P14618,P10398,Positive
P14618,P49407,Positive
P14618,P32121,Positive
P14618,Q9H6Z9,Positive
P14618,P68431,Positive
P14618,P27361,Positive
P14618,P04049,Positive
P14618,Q9BSI4,Positive
P14618,Q99717,Negative
Q5TBC7,P50222,Positive
Q5TBC7,O00560,Positive
Q5TBC7,Q15562,Positive
Q5TBC7,Q96HG1,Negative
Q5TBC7,Q9NSK0,Negative
Q5TBC7,P60228,Negative
Q5TBC7,P18509,Negative
Q5TBC7,Q8NBB4,Negative
Q17R60,P12235,Negative
Q17R60,P61604,Negative
P11226,P07202,Negative
P11226,Q9H8V3,Negative
Q9H568,Q9Y5P4,Positive
Q9H568,Q96CN4,Negative
Q9H568,Q15404,Negative
P63010,Q5SW96,Positive
P63010,Q16626,Positive
P63010,P12236,Positive
P63010,Q9NVV9,Positive
P63010,Q99757,Positive
P63010,Q01081,Positive
Q86X29,Q8IYJ3,Negative
Q86X29,O60361,Negative
Q09161,P52298,Positive
Q09161,Q9BY77,Positive
Q09161,P62753,Positive
Q92813,Q9Y4P9,Negative
Q92813,Q9H0Z9,Negative
O75385,Q9H0R8,Positive
O75385,P60520,Positive
O75385,Q9GZQ8,Positive
O75385,Q9BXW4,Positive
Q8N9X3,P07498,Negative
Q8N159,Q8NGY9,Negative
Q8N158,Q6PHR2,Negative
Q8N158,Q16517,Negative
Q8N9X5,Q5TYM5,Negative
Q8N9X5,Q15366,Negative
Q8N9X5,Q86W42,Negative
O43752,O14653,Positive
O43752,Q9H115,Positive
O43752,P25788,Positive
O43752,O95721,Positive
O43752,Q12846,Positive
O43752,O75379,Positive
O43752,Q5XKK7,Negative
Q6UW60,O15204,Negative
Q8IWU9,Q8NA19,Negative
Q8IWU9,Q9UJN7,Negative
Q9NRY6,Q8NEC5,Positive
Q9NRY6,Q5TA78,Positive
Q9NRY6,Q5TCM9,Positive
Q9NRY6,O75340,Positive
Q9NRY6,O75716,Positive
Q9NRY6,Q15645,Positive
Q9NRY6,Q9BXY5,Negative
Q96BR5,Q5XXA6,Negative
Q15744,Q9UN74,Negative
Q15744,O75815,Negative
Q15744,Q8N2K0,Negative
Q15744,Q96PZ0,Negative
Q15744,Q9H1K0,Negative
Q6UW68,P01892,Negative
Q8IUG1,Q6IPT2,Negative
Q8IUG1,Q32M88,Negative
Q8IUG1,O95563,Negative
Q15742,Q08117,Positive
Q15742,P60410,Positive
Q15742,Q96BZ8,Positive
Q15742,P33993,Positive
Q15742,Q9UBU8,Positive
Q15742,Q9Y5B8,Positive
Q15742,Q7Z3S9,Positive
Q15742,O43189,Positive
Q15742,Q8TCD6,Positive
Q15742,Q13526,Positive
Q15742,P40937,Positive
Q15742,Q9BWG6,Positive
Q15742,Q9NZD8,Positive
Q15742,Q8N8B7,Positive
Q15742,Q9BT92,Positive
Q15742,Q8IUE0,Positive
Q15742,Q6DKK2,Positive
Q15742,Q8IZ13,Positive
Q15742,Q96E35,Positive
Q15742,Q9UBK9,Negative
Q15742,Q15929,Negative
Q15743,P03973,Negative
Q15743,P01699,Negative
Q15743,Q9BY49,Negative
Q1L6U9,P13010,Negative
Q1L6U9,Q9UGP5,Negative
Q1L6U9,G3V211,Negative
Q8N7C3,O76011,Positive
Q8N7C3,Q86T24,Positive
Q8N7C3,Q8WXS4,Negative
Q8N7C3,P52429,Negative
Q8N7C3,P09629,Negative
Q6ZSJ8,Q9H074,Negative
Q6ZSJ8,Q15415,Negative
O15431,Q96LK0,Negative
O15431,Q99729,Negative
O15431,Q9NZ53,Negative
O15432,P23469,Negative
O15432,Q96S96,Negative
O15432,Q8N5W9,Negative
O15432,Q6P3S1,Negative
O15432,Q99719,Negative
Q16378,Q9UHD9,Positive
Q16378,P50583,Negative
Q16378,Q14940,Negative
O95502,Q7Z7H3,Negative
O95503,P35226,Positive
O95503,P35227,Positive
O95503,Q3KNV8,Positive
O95503,Q06587,Positive
O95503,Q99496,Positive
O95503,P22061,Negative
O95503,Q17RY0,Negative
P23763,Q8N6L0,Positive
P23763,O95721,Positive
P23763,Q12846,Positive
P23763,Q9ULW0,Negative
P23763,Q9UBT2,Negative
P23763,O14862,Negative
P23763,Q16774,Negative
P23763,P55289,Negative
Q9NYK6,Q9UBF2,Negative
Q9BQE9,P43360,Positive
Q9BQE9,Q9NYB0,Positive
Q9BQE9,Q08708,Negative
Q9BQE9,Q96IK1,Negative
P24394,P05112,Positive
P24394,O95727,Negative
P24394,Q8NCH0,Negative
Q99538,Q96EL1,Negative
Q99536,P28845,Negative
Q99536,Q14108,Negative
Q9BQE5,Q8NHV1,Negative
Q0D2K2,P31213,Negative
A6NG13,Q9BVA0,Negative
A6NG13,E9PJI5,Negative
A6NG13,Q9ULW3,Negative
A6NG13,Q96EU6,Negative
P41091,P05198,Positive
P41091,P20042,Positive
P41091,Q9H3H3,Negative
Q96RS6,P57721,Negative
Q96RS6,P15391,Negative
Q96RS6,P09693,Negative
Q96RS6,O60888,Negative
Q96RS6,Q6UWS5,Negative
Q4VC12,Q08357,Negative
Q4VC12,Q13268,Negative
Q4VC12,Q6ZTU2,Negative
Q4VC12,Q9NQT6,Negative
Q4VC12,P08697,Negative
Q9BVX2,P56851,Positive
Q9BVX2,Q15323,Positive
Q9BVX2,Q96EC8,Positive
Q9BVX2,P25686,Negative
Q9BVX2,Q9UHV9,Negative
P51687,Q0VD86,Positive
P51687,Q96LZ2,Positive
P51687,P37198,Positive
P51687,Q9UJW9,Positive
P51687,O15523,Negative
P51687,Q9BZR6,Negative
P60520,Q6RW13,Positive
P60520,Q8N6T3,Positive
P60520,O75143,Positive
P60520,Q676U5,Positive
P60520,Q9NT62,Positive
P60520,Q9Y4P1,Positive
P60520,O95352,Positive
P60520,Q9BXK5,Positive
P60520,O60238,Positive
P60520,Q2T9L4,Positive
P60520,Q9P1Z2,Positive
P60520,Q13137,Positive
P60520,Q8N6L0,Positive
P60520,Q8WXU2,Positive
P60520,Q8IVP5,Positive
P60520,P40939,Positive
P60520,O00410,Positive
P60520,Q86V97,Positive
P60520,Q8WVZ9,Positive
P60520,Q8N8K9,Positive
P60520,P60409,Positive
P60520,P60411,Positive
P60520,Q9UH92,Positive
P60520,Q14596,Positive
P60520,Q8TD19,Positive
P60520,O75323,Positive
P60520,Q9NS23,Positive
P60520,Q8WWW0,Positive
P60520,Q14257,Positive
P60520,Q9H0K1,Positive
P60520,Q13501,Positive
P60520,O95210,Positive
P60520,Q13188,Positive
P60520,Q13043,Positive
P60520,Q8TC07,Positive
P60520,Q9UPU7,Positive
P60520,Q92609,Positive
P60520,Q15025,Positive
P60520,Q969E8,Positive
P60520,Q9GZZ9,Positive
P60520,O75385,Positive
P60520,Q8WVX3,Negative
P60520,Q5JTJ3,Negative
P60520,O95427,Negative
A8MV81,O95988,Negative
A8MV81,Q5VZV1,Negative
Q8NGQ3,Q03936,Negative
Q8NGQ3,Q9BXJ2,Negative
Q8NGQ3,Q7Z3Z4,Negative
Q86YV0,P60673,Negative
P21941,Q9UJY1,Negative
Q8IXE1,Q13401,Negative
Q8IXE1,Q8N434,Negative
Q8IXE1,Q14593,Negative
P26368,Q08117,Positive
P26368,Q8N684,Positive
P26368,Q13838,Positive
P26368,O43395,Positive
P26368,Q9UHX1,Positive
P26368,Q96I25,Positive
P26368,Q15637,Positive
P26368,P09012,Positive
P26368,Q13573,Positive
P26368,P78362,Positive
P26368,Q8IWZ8,Positive
P26368,Q9NVV9,Positive
P26368,Q01081,Positive
P26368,A8K0Z3,Negative
P26368,Q96KD3,Negative
Q8IUK8,B1ANY3,Negative
Q8IUK8,Q6RW13,Negative
Q8IUK8,O75459,Negative
Q8TE99,Q12893,Negative
Q9Y5C1,Q5TBE3,Negative
Q9Y5C1,O94955,Negative
O43865,P55957,Positive
O43865,P42773,Positive
O43865,P55040,Positive
O43865,P50222,Positive
O43865,O00233,Positive
O43865,Q9UHI7,Positive
O43865,P49910,Positive
Q9NS69,Q9P0U1,Positive
Q9NS69,O00628,Negative
Q9NS69,Q9UIJ5,Negative
Q9NS69,Q5T8P6,Negative
P30990,P30989,Positive
P30990,A8MUA0,Negative
P30990,Q8N9V6,Negative
Q9NX18,P31040,Positive
Q9NX18,Q6ZUL3,Negative
Q9NX18,Q9BYR3,Negative
Q9NX18,Q53H54,Negative
Q9NX18,P22413,Negative
Q9NX18,Q9BXY5,Negative
Q9NX14,Q969F0,Positive
Q9NX14,Q9BUF7,Negative
Q9NX14,Q96PF1,Negative
Q9NX14,Q15642,Negative
Q9NX14,Q13573,Negative
Q9NX14,Q3ZCQ8,Negative
Q9NS61,Q9NZV8,Positive
Q9NS61,Q9NZI2,Positive
Q9NS61,P08631,Negative
Q9NS61,O95199,Negative
Q9NS61,Q8NHM4,Negative
Q9NS61,A8MVU1,Negative
Q9NS67,Q7Z6I5,Negative
Q9NS67,Q9UBX1,Negative
Q9NS67,Q9ULM6,Negative
Q9NS67,P01880,Negative
Q8IVQ6,O94768,Negative
Q8IVQ6,Q8TC36,Negative
Q8IVQ6,Q96EY4,Negative
Q8IVQ6,O43707,Negative
Q16891,Q9GZM8,Positive
Q8NGQ5,P48506,Negative
Q8NGQ5,Q9NWT1,Negative
Q8NGQ5,O75509,Negative
P12755,Q6ZSG1,Positive
P12755,Q15796,Positive
P12755,P84022,Positive
P12755,Q8N6I4,Negative
P12757,Q08117,Positive
P12757,Q9Y295,Positive
P12757,Q9H4D5,Positive
P12757,O43482,Positive
P12757,Q13485,Positive
P12757,O75716,Positive
P12757,Q6PKH6,Negative
P12757,Q9GZX3,Negative
P12757,Q8NGS5,Negative
P12757,Q6ZSJ8,Negative
Q4VX62,Q8TC44,Negative
Q4VX62,Q15119,Negative
Q4VX62,P62993,Negative
Q4VX62,Q92599,Negative
Q4VX62,P13073,Negative
O75764,Q07973,Negative
O75764,Q9BRP1,Negative
A6NH21,Q8NDP4,Negative
A6NH21,Q9Y5R6,Negative
Q03431,O95872,Positive
Q03431,Q8N2C3,Negative
Q9H963,Q6A162,Positive
Q9H963,P35443,Negative
Q9H963,Q8TDN4,Negative
Q9H6L4,Q9NYB9,Positive
Q9H6L4,Q9P2A4,Positive
Q9H6L4,Q16630,Positive
Q9H6L4,Q8N684,Positive
Q9H6L4,Q5JST6,Positive
Q9H6L4,O75420,Positive
Q9H6L4,Q13422,Positive
Q9H6L4,Q9UKT9,Positive
Q9H6L4,Q0VD86,Positive
Q9H6L4,Q8WZ19,Positive
Q9H6L4,Q15323,Positive
Q9H6L4,Q6A162,Positive
Q9H6L4,Q9BRK4,Positive
Q9H6L4,Q9P286,Positive
Q9H6L4,Q59EK9,Positive
Q9H6L4,Q9H0A9,Positive
Q9H6L4,Q8NA61,Positive
Q9H6L4,P15884,Positive
Q9H6L4,Q13829,Positive
Q9H6L4,P14373,Positive
Q9H6L4,Q8IWZ5,Positive
Q9H6L4,Q15617,Negative
P13489,P03950,Positive
P13489,P07998,Positive
P13489,O00560,Positive
P13489,O14933,Negative
P13489,Q16853,Negative
P13489,Q9ULX3,Negative
P13489,Q8NG41,Negative
Q9H6L2,Q15323,Positive
Q9H6L2,Q6A162,Positive
Q9H6L2,Q7Z3S9,Positive
Q9H6L2,Q99608,Negative
Q9H6L2,Q8TBM8,Negative
Q9H6L2,Q567U6,Negative
Q9NPA2,P0DP74,Negative
Q9HD34,P21964,Negative
Q9HD34,Q06730,Negative
Q9HD34,Q86W67,Negative
Q9HD34,P11712,Negative
Q9HD34,Q8N2M4,Negative
Q9HD36,Q07812,Positive
Q9HD36,O43521,Positive
Q9HD36,Q13323,Positive
Q9HD36,Q9P2N6,Negative
Q9HD36,Q9Y6H6,Negative
Q9HD33,P49848,Negative
Q9HD33,Q7Z6W7,Negative
Q9HC44,Q8IWT1,Negative
Q9HC44,P16415,Negative
Q9HC44,P11168,Negative
Q9P0N9,O95429,Positive
Q9P0N9,Q9H2G9,Positive
Q9P0N9,Q9UJC3,Positive
Q9P0N9,P08727,Positive
Q9P0N9,O95751,Positive
Q9P0N9,Q9Y250,Positive
Q9P0N9,Q9BRK4,Positive
Q9P0N9,Q8TD10,Positive
Q9P0N9,O43805,Positive
Q9P0N9,Q9BUZ4,Positive
Q8ND82,P83916,Positive
Q8ND82,Q13185,Positive
Q14833,Q86XF7,Negative
Q14832,P32969,Negative
O14745,P07550,Positive
O14745,P15311,Positive
O14745,P26038,Positive
O14745,P47900,Positive
O14745,P60484,Positive
O14745,Q70SY1,Negative
O14745,A6NLU5,Negative
O14744,Q8N8U2,Positive
O14744,P54105,Positive
O14744,Q9NQ92,Positive
O14744,Q01094,Positive
O14744,Q9BX10,Positive
O14744,P62805,Positive
O14744,P31269,Positive
O14744,Q8WVJ2,Positive
O14744,Q86U06,Positive
O14744,Q9BRS2,Positive
O14744,Q96RU7,Positive
O14744,Q9BQA1,Positive
O14744,P63104,Positive
O14744,P06850,Negative
Q96I24,Q96PU8,Positive
Q96I24,P42685,Negative
P22415,P15407,Positive
P22415,Q92831,Positive
P22415,Q12933,Positive
P22415,P54855,Negative
Q5TKA1,Q16254,Positive
Q5TKA1,P10244,Positive
Q5TKA1,Q70UQ0,Negative
Q5TKA1,P22532,Negative
Q5TKA1,Q70EL3,Negative
Q5TKA1,Q15554,Negative
P16442,Q6ZP80,Negative
P16442,Q9NXI6,Negative
P16442,P36405,Negative
P16442,Q8WW62,Negative
Q9NZK5,P53567,Negative
Q9NZK5,P60368,Negative
P16444,Q92624,Positive
P16444,Q96EK5,Positive
P15259,Q8IXQ9,Negative
P15259,Q9UI25,Negative
P15259,P30419,Negative
P50406,P06241,Positive
P50406,P59827,Negative
P50406,Q9NQF3,Negative
P50406,Q8N9Y4,Negative
P50406,O14744,Negative
P50406,Q9H0I9,Negative
O00303,P21127,Positive
O00303,P55884,Positive
O00303,O15372,Positive
O00303,Q7L2H7,Positive
O00303,Q969P5,Positive
O00303,Q53GS7,Positive
O00303,P78424,Positive
O00303,Q14D33,Positive
O00303,A6NFZ4,Negative
O00303,Q15853,Negative
O00303,Q8N5I4,Negative
O00303,P80294,Negative
P50402,Q9ULW3,Positive
P50402,P60709,Positive
P50402,Q8WTP8,Positive
P50402,O75531,Positive
P50402,Q9NYF8,Positive
P50402,Q13895,Positive
P50402,Q8NEC5,Positive
P50402,Q8N6L0,Positive
P50402,Q8NHQ1,Positive
P50402,P35222,Positive
P50402,Q5JST6,Positive
P50402,Q969F0,Positive
P50402,Q9P127,Positive
P50402,Q8N8X9,Positive
P50402,P50222,Positive
P50402,Q9P286,Positive
P50402,Q99962,Positive
P50402,Q12846,Positive
P50402,Q9UH99,Positive
P50402,Q9Y228,Positive
P50402,Q8IWZ5,Positive
P50402,O95292,Positive
P50402,Q9NTW7,Positive
P50402,P49910,Positive
P50402,Q9UNY5,Positive
P50402,Q9BYN7,Positive
P50402,Q6P9A3,Positive
P50402,Q8NDX9,Negative
P50402,P0C617,Negative
P50402,Q8N859,Negative
P50402,Q15287,Negative
P55160,P62945,Negative
P55160,P0CE72,Negative
P58182,Q9NR61,Negative
P58182,Q9H7M9,Negative
P58182,Q9C0J1,Negative
Q96T37,P30626,Negative
P58180,O43639,Negative
P58180,Q6QNY0,Negative
Q96IK5,Q13895,Positive
Q96IK5,Q16543,Positive
Q96IK5,A6NGK3,Positive
Q96IK5,P0CL80,Positive
Q96IK5,Q13066,Positive
Q96IK5,Q13069,Positive
Q96IK5,Q92993,Positive
Q96IK5,O15344,Positive
Q96IK5,P63279,Positive
Q96IK5,Q6ZSR9,Negative
Q96IK5,Q8IZ21,Negative
Q96IK5,Q9BVT8,Negative
Q96IK5,Q9UHX1,Negative
Q96IK5,Q5VV17,Negative
A6NEL2,Q15053,Negative
Q96IK1,P0CJ76,Negative
P0C0P6,P43121,Negative
P0C0P6,Q86UP8,Negative
P0C0P6,Q96IU2,Negative
P0C0P6,Q7Z6K3,Negative
A1A5D9,Q6P597,Positive
A1A5D9,Q8N4Q0,Negative
A1A5D9,Q9GZX3,Negative
P10599,P42574,Positive
P10599,Q92905,Positive
P10599,Q99836,Positive
P10599,P32119,Positive
P10599,P18031,Positive
P10599,Q9NZD8,Positive
P10599,Q9H3M7,Positive
P10599,Q13066,Negative
P10599,P01871,Negative
P10599,Q4J6C6,Negative
P10599,Q5JUQ0,Negative
P10599,Q9HCJ1,Negative
Q9H6H4,P78406,Negative
Q9H6H4,Q8IWT0,Negative
Q86TG7,Q13137,Positive
Q86TG7,O95751,Positive
Q86TG7,Q17RB0,Positive
Q86TG7,A6ZKI3,Positive
Q86TG7,Q8IUQ4,Positive
Q86TG7,Q9H0E2,Positive
Q86TG7,P51571,Negative
Q86TG7,Q96MM3,Negative
Q8NCH0,O43280,Negative
Q8NCH0,Q00889,Negative
Q8NCH0,Q15695,Negative
Q9HAU8,Q96G25,Negative
Q9HAU8,P62195,Negative
Q538Z0,P08034,Negative
Q538Z0,Q9Y5X0,Negative
Q538Z0,P22830,Negative
Q538Z0,Q5TEV5,Negative
Q538Z0,O43156,Negative
H3BU77,Q53FV1,Negative
H3BU77,E9PQ53,Negative
H3BU77,P48454,Negative
Q9BR61,Q9Y247,Negative
Q9BR61,Q96G28,Negative
Q9BR61,Q8IWD4,Negative
O14508,Q15369,Positive
O14508,P19235,Positive
O14508,P10721,Positive
O14508,Q5TF39,Negative
Q5SRR4,Q9H6I2,Negative
Q5SRR4,Q8N3Z0,Negative
Q5SRR4,Q6ZV89,Negative
P52803,P29317,Positive
P52803,P54764,Positive
